,count,minNt_r
112936,533,008b840085000000000b0985000000050000
114885,532,000004000e0089008500000084000008850000000000008f
116871,530,8c0000008400000000000d8a00000000000b880000050006
114684,529,0c0600000b00008600000000008b8c000007
112948,529,00000b098600050000000000000088000009
116102,527,080500000000000e8b000f000000008e0000008508000000
114471,526,87008900000e0000008c8907000900000000
112838,525,05000e000b088e000000008500008a000000
113624,524,07008a00000000008e0009000000000c000000840089008a
115358,524,8a00000000000d06000b0000840c00000084000000008e00
116013,523,000000880000090000850000008400000508
113889,523,0084860000890000000a00000000008b048a
116867,522,0000008b868400008a04008a090000000000
116615,522,870800000e09000004008d00890000000000
113437,522,00000088008400000007008600000b008700
113319,521,0000890005000000880087000b0000000088
117118,520,000000000a8d000e00000000000089008700008b89000500
115285,519,000000870800858b00000a00000000040000
113286,518,00000504008900860007000000000a000000
114461,518,0f00000086000089890900850c07000000008e000d000000
115735,513,8e00008800000006000f00008e0000088d00000086000000
115271,513,8700000000008a8c000700000b0008050000000e00000000
116880,512,000000000b000488000000890000008d8786000000000c00
115212,512,008b008586008d000000070000008b00000f000000080000
112993,510,00000006000000008a008d000000870f0c0d0b0000000000
113180,509,00000b00008400059200000000000c8b001300000000008c
113295,508,85000087008b000000000b00040000000087
113402,508,0089000000000500008c000b0a0084008600000000000e00
114533,508,000086898f000000000a0000000d008a0006
114819,505,88000000000086000000840900000609000a
113192,505,0400000e0000000e08000084000000008e00000000848a84
114765,503,890000000004000000080000008489050000
114420,502,0a000000000087840000008a000000078b89
114482,502,060008000000008400050000000700000088
114719,500,000000008400008d00008807000a000f0006
113229,500,008400008890001000008e0000000008000000050000000c
115388,499,008c00000000048b0000000089008600000000000e0e000a
113794,497,0b0008850000080000070004000000000089
115619,495,840008000000000087000b06000000880000
113497,495,0087000b0000060000000800008b08000000
115791,495,00008f000000000000008a04000f840d0000080000000400
112881,495,8f00000b0000000000008a00000700000092110086000c00
114690,494,000000000a05008c0800000900000088000000000c00840c
116160,494,008a0d000089888f00000000000000008608000000060000
116175,494,0f000d00000400008e8a0000000000008400000600000009
113316,493,008487000900008900000000850000000006
113156,493,000000090084000000008588008407000000
113298,492,000000000800050000008600000000858885
112962,492,00000c0f008500008a0000898f0000000000000a00000700
115226,491,000085008d00000a000000000e00008a008a000000008d05
113144,491,0000000a0012000084000000008b060d0000920000008c00
114408,490,008e0a00000000870000000f0700000000008d008d000088
115273,490,8b8c008f0000000b0000000088008500000000000f060000
113838,489,0000008a000e0b0000000000008f8e00008600000000068c
115321,489,0000008e000086000e008800050c000000000e850000000b
113290,488,00008a000000000007000000008c8c0800000008000e8600
113342,488,870000000000000d0000090000008900000e00060007008f
112924,488,00850c000000000000080000000000040e0d00000089008f
117211,487,00000087878e00000f00008700000b07000000000000008a
116621,485,0e88040f00000000000886008d0000000000
113646,484,00870009000000008a008500000007008400
114164,484,00008f878e8e00870000000c00000b008800000006000000
116976,482,00000f0000000a00000086008c048c0000008a0000008400
115282,482,000008000500000d000000000000008a008d8700858d0000
114760,480,8904000000000000840000008a0009040000
114653,479,87000800008e070000000000898600000d00
117267,478,00000000088f00000000080f870087890000000004000000
113431,478,008f8c00898f00000000080000000e008700000400000000
114153,477,008700008b8a8600000a8700040000000000
113387,477,000000008d0000090000000c00008d840088050000000000
116661,476,00000006000000000a8d00000d008500000e00008a860000
114908,473,00008b00000084090000000a0b0405000000
116470,473,88008500000000000000008d0a0000000d0800000f050000
113814,471,868784000a00008a008b0000050000000000
113792,470,0000008f00000e0000008b00040009000b00000b00000085
114026,470,00008485848908000000000000000004008a
113985,469,008a0000000700000b0000008e000085000084000d870000
112985,468,0000000009000007008a888a840000008600
116783,468,00000a00000c000000890000008500090084000000008c07
116792,467,000f0000000400848700008a000000000900008b008d0000
113874,464,00068b8b00008f00000b000000008400000004000000000c
116696,464,000087088500000000000700008800890086
113896,463,8e00008f00000008040000000000870000000000078b000f
116135,462,00000a00008e0d0000000800000000000085070006008900
113984,461,840000000000040000000b000e8a00000000048a8e000600
115537,458,008a000000008e000000040d000000860000080000000e00
113327,457,000b000000000000840007008b0500000500
114941,455,000000850000000500000088008800000509
113330,454,000f840000000c0f0000000600890000000009000000008f
116960,454,8f0000000000000c840e0000090000000700000089040000
114453,452,008b00000000008f050b00008600000e000a
114435,451,0000000e00008d008b0000000600008f0400008700080000
115414,450,00890600000500008b008b87000800000000
113263,447,00008400000005000600008900000b0b0007
116436,446,08850000000000000600000f000008008d8c000000008900
116881,446,0000060f0e00880084860000000000008c00000000080000
114645,443,0000000087000000008b0c048e0005000009
113806,440,0084000f0e000a00070000008e000000000000000400008b
113199,438,00008f00000000000400000f0800000000008e000000878a
113244,437,050e0000000000008c00008a0c00000f85000000000b0000
116864,437,000007040c00000000008f00000084880000000b000f0000
113355,436,00000a0000000000070084000000868a8500
113843,435,000a00870f00000088000000050400000d00008c00000000
113118,435,000a000087850000008a0000008c0500000800000e000000
114692,434,000000000700000c008a008508870000008e
113423,434,000000840000880089050000000500080005
113328,434,000009000000008b00008e00040f00008b00000c8a000084
114419,434,8a000000000086000d000f000000008d000b000004000c00
117133,431,8a880f00000000000b0000840000008d000000000000040d
114892,430,00878b000000890086080000050000000000
114753,430,0000000085890000008d0000000005008a8800000c000a00
114492,430,000000000088000000850009000000058d0706000000000f
115333,429,8500080900000906000000000e00000000000000008f8900
113770,428,840000860b000c00000000008d000600008c000000008800
115225,428,0a000000848e8c0000070700000c00000000000089000000
113203,428,000009000000040088000006008900858b00
113264,428,00000d0d008a000005000000008e00890087000008000000
113248,427,000000000d00890000870000080085000000000007008d8c
112991,426,000000930c000000880000000011000005008c0000840008
113193,426,000086000088008700060000000a85000000
114770,424,00008500880000000000000a0007848b0000
113321,423,008500000000070900000b00000900000088
116824,422,0000008e0b00000000000e070a0084840000008b00000000
113797,421,008a00000400840000858586000b00000000
113332,420,0000008a000600000a00008b008700008b00
117260,420,00090000050000008c9100000088000f0000108e00000000850000000000
115413,420,0004000800008d8a0000000088890d000000000000000087
113171,420,00000006000c000e000e008500000000008a008d08000000
113324,419,00001300000084000000008e0500080091000d0089000000
115152,419,890000000c0d000f00000a0084000000008c000000000004
116878,417,8c840000000000000000000509000000840d008600880c00
113309,416,00040400008b00000000000a00008600888b
113010,416,000000008589008d000000000008000000870c0000070c00
112935,416,0000008700000000008b0800000a04000009
113950,416,840000000000088c0a00000000000d000900000600008800
113160,416,0006000000000000088709000087008b8400
116807,415,0f00890000000b00000b0400078f00000000008400000000
115578,414,04000e000000000000860088000a000000008f0400000006
116969,414,0000860c000000008f0000000b00000007050f008b0e0000
113150,414,0000008d850000050800080007008b000000000000000f00
113141,413,000a05040007000000008700008800880000
113464,413,000000870b0085000000008a860000000500
113476,412,008e000000070a0a00860000000e000d0000008800000000
112859,412,0b000000000000868b00008e000d88000500
112848,412,000500000d00008e0000000087000c00008900000a000009
115255,411,0000000000888c0000048c00080c00000600000000860000
113345,410,0000078d000900880b00000000000000000c000a8d008600
114501,410,0087000e0000110b050000009100008d0000000000008a00
113296,409,860090000000000000008800040000008d0b0c0000000011
113103,409,00008600000000008e0005000006000f0a000000880c0007
113446,408,0a00000004008a00090000000000000a8700
116974,408,0000078c0000860000008900000009000000008b00000c0c
116570,408,0e04000000098e08008f0000008600000000000089000000
116069,407,00840000000b008e000000000f008900008b000000000c05
114689,407,00000007000a00000b000087000000000700000a00008b00
113311,405,8e8600008e00070000000000000f008588000b0000000000
113155,405,840b00000000060000870000000000878900
113132,405,000a000500008c8800000000000e0c000700000000008400
112857,404,86000500000000008b850000090000860000
113234,402,840000008800008700060000860000090000
112856,402,0f00000004008f0084008a0000000000000b0000888a8400
117187,402,0000008a00000000000e000004070000008c000a850a0000
113399,402,0b008700000000000000880000070a000404
116759,401,000000000085040000008b0f8f8a008d0000000000000900
113165,400,88000000008600000d0000000009000085870000008f0500
115320,400,00008c00008700000004000000098700000a00000c008900
116140,399,89858b008800860900000000000007000000
113478,399,00000005000a8400000000008c8a880000000e0000008a00
113221,398,0089000000000700000800000e0d0b0000000084008c0000
114996,398,008a00008400000a89860000070000000000
115363,397,00000b000000000000068589000007008800
116188,396,870000000000000f0000070088008c00008c008d00000800
113817,396,0085000000000000000589000b0900040b00
115467,394,00000d0500000000008700008d8900008c00890000080000
113891,393,8b000c00890000008e000000000e09060000000086000000
115243,391,0700008a00008a0700000086000b00000000
113923,391,000c000500008f00008900000000860000000a0900000700
115356,391,840000000000000e00000000880600000006008c0b00000a
113371,391,000a0600040000008a000000000006000087
116782,391,0f000000890e0000850b09000000008e0000060000000000
113277,391,88000000008c0000008600000000000609008a000d008b00
115367,390,0800000000870000000000058c000000000d888400090000
115369,390,0700000d00000000008d00000a0e00000008000000008885
117238,390,0091000000000000050008008a0f000000000000888d0000008713000000
113415,389,000000000085048800000004080000080700
117236,388,0000878a00000000000f0a0f0000008c0000000000008a07
114068,388,898b0000008d0d0c860000000000000a0000000000060000
114483,388,000004008c8b00000000000e8f0008008500
115332,388,008600898700000000000b0000000000000e00898c060000
113905,388,0000000000090000870000880e00000d8b00008c00000005
113902,387,080000008f008b00000000000000850885000400000f0000
115852,387,000000008b000c070000860000000007000a8d0000000000
113004,386,070409000000000400890089000000008700
113312,386,0000000c0000008e9200008b07000000000a8e0000138600
113187,384,008500000c0000000000050000098f000000008a8d008e00
113242,383,0000050089008b00000a000000868b000000
113283,383,000006068c000000098d0000008900840000000000000c00
113228,381,890085008800000000000e00008e8f000800070000000000
116153,381,000000000600000009008f0a0c00000b00008b0000000084
113452,381,1300000d0000000a058c000000008b000092000000008400
113413,380,8a008a850000000008000c870000050000008d0000000000
115211,380,0e0009000a000000000000840800008e0000000000048900
113942,378,85090900000000000089000000000700008d0007000c0000
112845,377,870000008585000a00008a00000500000084
116576,376,8a008c008a0009860000008500000004000000000000000c
117275,376,000000000c0000000b850000000000008893000000008e1000000a040000
116873,375,00000000070000000e0f87000000000a00008b8e008b0000
117253,375,008700000000118800000000918b0000000000008d00070000000a000c00
116982,375,890000000f000d000b0000008d0404000000870000000000
114752,374,000000860088008408000000008400050000
115625,374,000007000000000085008a000a0800000d00088d00000000
113168,373,8a00008f008d0087000000000a0000000000060007000d00
117243,373,000000000c00000000008d11060000008b00920000000b00880000000084
116183,372,8b0600008800000008000000878b00000084
114462,371,05000000008a00088b000000000088870000
113911,371,040088890000008800008687090000000000
116573,371,00880f88000000000000090085008f0000008c0000000600
112851,370,000400000085008b00000087000b00850000
114673,370,000b0e070d00000000008f0006000000008b0000840c0000
113194,370,8500000900008b0008000000000500000800
116587,369,00898b84000005000000068800000000000b
115611,369,00000500000a000008000489008700000000
117124,368,0f000000000000000000098600888e00000004058e000000
117234,368,000c0010000000000091000000008b8500000000058b00008d0b00000000
113996,367,0900000c0a000d89850000000007000000000000008f0000
117244,366,0000870000008b8e00000000000000008c0a070c05000000
114664,365,0012008e00860000000088000d000b000000040000920000
113579,364,00000b000d00000000008700008e00110000920000008a07
115361,364,000007000009070b008a0000850000000000
113849,363,008f00000000000000070000890e000085000b0008008700
114714,363,040c000000008400000d0000000000008b008d000900000b
114874,362,00000b00000000880000868806008a060000
115237,362,8f0089000000000000008600000f00070000000009000508
113260,362,000006000000008b080000000a0000080084
115334,359,0000848400090000840000880000008e0000000c00000004
114688,358,00850c0000088e878a000000000007000000
116743,358,000f0500000000008f0000000900000086000000008b0c89
117155,357,000000000b00870087008c00068b000000000f0000000087
113917,357,8a0000008806090000000000000089000000008800878400
113003,356,0000008c00000900000000008400000f870005000e00008b
115342,355,000088000000000085000e0d008f00000b00040000000e00
113832,355,000006050e00000a000000000000880f840000000000008f
115390,355,0a0000850000000000000007000089000a85
116544,354,0000000005000000008d00000009000d0009000000860f8b
113412,354,0000000500008600008f8c000000090c0000860088000000
116765,354,00000000008600000e89000009000006000a058f00000000
113496,354,000c8800000600008400848b008f0000000000000000000b
115582,354,00040005008c0000000089000000050f00000b0000008500
113201,354,00008e00000000880d050000000000130a00930086000000
116781,353,000000008b84008f8b008c0000000a0000000000070d0000
114695,353,8800888d0000008700000a00000f0000008a000004000000
116897,353,008e0000040a0000000e0000000000890000848600008e00
114457,351,000000050b0c00000000008b008e000a0087
114447,351,000000008a06000086000007000009060000
112906,351,06060000090500000b00008400008a000000
113848,349,000a8e008f8704000000000000008900008a0d0000000000
115268,349,0000860000000000000a0700000009040088
115699,348,0000000905000000000a8907000000008700
117212,348,0085008a00000000078b000000000c000000008d0a8c0000
113337,348,0000008a000087000000000000088d0000008e00070f0400
114723,347,008a008c00000010000f0b00000000870000040000000090
116905,347,8d8e000007000000000907000000000000870000880d0000
113282,347,000d00130000920000000085000000000900008b008e0600
113786,347,0000000007000d0000008900008e000000850086000b0e84
116770,346,0000000084000008000000000006060d8b0f8f0500000000
113449,346,00000000000f0000008805060000000009008f008400008b
117268,345,000f0b00000084008c00000000008f00000500000000001300008b900000
113198,345,0a000000000085008b000000000700000f0c0d008e000000
112988,344,00008d00000000048800000087000c000000060b05000000
114507,344,000000860c890000080000000600008c8a00
113394,344,0400000d000e880000000000008e0008000000000f008700
114718,343,90008f000000000e8500000012000a000500000000008b00
114704,343,00080000000400000b00008a00000b870000
117146,343,00000d0000008f0600000000888800008f0000870000000a
116547,343,00008685000d00000000008d00000e0b0000000000060089
114650,343,0e8b00000000008c0004000000858b00860000000b000000
112972,342,0909000000000086008d8b0085000000000f070000000000
116178,342,8e000000000000840008000000040d0000000000870c890e
113375,342,8a000000000000008d0000000f0000870a0000070007000b
115264,339,0000000900870986000000078a0000000000
117153,339,00000000000e00008d87000807040000008f008a00000000
115346,338,000800000d00840000008886000000060000008d0000000b
113906,338,00008e8585000600008f88000000000000080c0000000000
115969,338,880000008700000b00000000058800000086
113239,338,86008b000000000705000588000800000000
115417,338,0000000006888d0000008500008a0d00000d000000000009
117227,337,05080009000000000d8a0000008f00000000008400000008
117149,336,08000000000000008600000e8b00000088048c8600000000
116760,335,0b8c0000000000000000008a0086000a850000000d000600
114767,334,9300008400000f000000070000000b11008d008800000000
115528,332,00000000008404008e000005008b0f000000000c0000000a
115473,332,008e0087008c080000000087000000000005000000008b0d
113241,332,8f000000070000000e000400000000000800008500008b8b
114502,332,008a000000060d000000840000000000008e0400060b0000
115256,331,860b09000000000000868985000400000000
113225,329,008485890000000f0e00040000000a0000000000008f0000
113912,329,008c00000000000088000000000008858486000500000f00
113778,329,040000000d0c840000000a00880000000000008f00000a0a
115950,328,00848a000000098500008a00000006000000
115549,328,00000700008a00000600858800000a000000
114455,328,890004008d060000008500000e0000000a00
114703,328,0000008b0084880000000b0000000000048b
112779,327,000600870006000086000000
114431,326,008d0000000905090000000500008a0000000000000f8600
113993,326,00878a0f008600000700000000000a00000b8d0000000000
113079,325,00880000000000008500060000840a000087
114669,325,000000000689000f00008e000800000000000000870f000d
117256,324,000000000e0500000e84000000000000000a0000918f0000000011008b00
115253,323,008700008800098600880000000000050000
113924,322,0000008e0b098500000f0000000c00000007008800000000
114661,322,84000f000b00009388000000008c10000000000000000600
113181,322,920000000000108800008f0000000d000005000085000b00
116136,322,0000890d00000000000008008f05000000000086008c008d
113901,322,89000000000486000000008b00000b8d008f00000000000f
113344,321,8b00000000000a0705000000840000090900
115242,321,00000f000007000000840e008f00000b000b00008a000000
115576,320,0000000007000b850000880000840a000000
116762,320,850089000000000000008d000a00000b000f000000000d05
113190,320,0b00008700000600000000858a8700000000
114454,320,00000000001000008700008f009207000f8a090000000000
114143,319,89000000058b0d00000a000000000000008400000000078f
113771,319,080000000004000b00840008008f0000880000000f000000
116866,319,0400000000000c86000b000000008c8f000b00000000008b
113419,319,0000040010000800938f0000000000870089000000000f00
114061,318,880000840089008f00080000000e00000000000000048800
114759,317,00000a00870000008a000000840900050000
113445,317,000c0007000084840a000000000089000000000900008d00
117242,316,00000006000900008d92000000060088000000000000000d000086000013
113989,316,8600000000000900050004008b008b060000
115339,316,0000000e0009000000000005848e0000000000000088868a
113336,315,000b000900078900000000000b8684000000
114659,313,00000b00008f0000008900870005008a000000000e00008f
112916,313,0008850000000000008d0000000006000c13890093000000
113775,313,000f040800008f00000000000000000088000e0000878700
114009,313,0c000000040000090b00000700008b8c0000000000870000
116158,313,000605080000000000850000078a89000000
113100,312,070000000807000000890000000400000085
113354,312,040000058f0000000b00000e840000000000008f00008a00
116909,311,8a0000008c8f008a0000008700000000000a00000c060000
115614,311,00000000840000000b00060008068b000000
117215,311,000c870000000b00070900008b00000000008e8400000000
112879,311,0900000084000b0000000000000b00000004008800000009
116756,311,00000000008c0f0400000000000000000b848a008900000e
112865,310,84000009000000870a00008b000400000000
115290,309,840000008d8b0000870e0f00000000070000000000080000
117269,309,8609000000008e890000000000000000001307080000000093000e000000
115980,309,0008000400000084000000000b0088060000
115570,309,000a0d000b0088070000000d008700000000000000008e00
116772,308,890e00040000000009000000000000848a0e000000008b8d
113388,308,000a00000c000400050000880000000085000000000b8c00
114053,308,00008e00008b0d000700050000008c000009000000000087
115471,308,00000000858a00008e00000000008500080000070d0e0000
116775,308,8400000000000000000000888f008e00000a0a000000060d
115275,306,0a00000400090000000e000000008f8b008c000085000000
116582,305,0000858c000000040400880600000a000000000000000d00
114745,303,8e000000878b00000d00008c000000008c08000000000007
113222,303,000000008f000000008b87000f0000000009000005008a04
116575,302,00080000060b850000000000008d000000050d8b00000000
113991,302,008a00060d0009000b040000000087000000008c00000000
113893,302,00000b09008604000000000084000086008b
116825,302,1006000000000091000000880c0000870000000000008f0000000090000b
114076,302,0086000e86000700000a00000000008b000e8f0000000000
115529,301,0e0000000b0000000000048d000000008a00870000008508
115322,301,008900008d0000000a000006000000000f0000848c000084
113784,301,008509000000008e88000000000000000f00090000060800
113276,301,8b0084000000000800890000890000000600
115603,301,0500000000008b00000000000a00008e0a8505000000000e
114065,300,0000008b008800000d0000008c87080000000000008c0700
113857,300,00000088000e0000070000008a0000008e000000870a0087
112921,300,0000000a000c0000070000008f00000000840d000f000089
116914,300,008a00008e8f8b000086000000000c070000000000080000
116736,299,00888c8500000007000000000000000a00000e000e850000
115538,299,0000890006000006898700000000000a0000
115190,299,0b008600000000000000008a098700000600
113436,298,0000850a000b008a00000b00000000000500
116314,298,8e00050000050089000d000000000000008600000d080000
115299,298,87878d0000008b00000000000e0000000087000005000900
113876,298,00850b0084850000000f0005000000008b0000008f000000
116959,297,858788000000000000888e00000800000000000d00060000
115580,296,00000006000b000000000088090000000000080500840000
113864,296,00000408060000008b000000080000000d00008400008e00
114460,295,04008a000000000092000800000c11008400008e00000000
114104,295,000084000000000000050d0e008e000089000000050a0000
115639,295,8c0000000006070000040e880087000000000a0d00000000
117050,295,0b0007070000000000098609008900000000
115340,294,000000000a87000000078d00000e0000000000008a858500
113306,294,050000000088898a00000000008a090000008b0000840000
116194,294,06080000000c008900000000008c00000000008785000900
113395,293,070400880000840000050000000000080000
117241,293,0000840000920600000000008c8a00000000000000008b0c081100000000
114537,293,0a000000000f00000086008e000000008b0000008e008f04
112986,293,000400000085000000000088000087860a00
113288,292,0000000600880000008605000b0000000700
115690,292,0000000000858d0000000900008b00008e000000050f0400
114896,291,0000008500000000078a0900060000000009
117206,291,8a0e060f0000000000000b0c0000008e0000000000008b86
116584,291,000000000004000086000d008f0000000a008d85868a0000
115817,291,008500000d860b000000000d89000000000500008c000000
115176,291,060000008b0f0000000800060000850000000000068f8900
114142,290,0000008e000000080b0000850c0500000007000088000000
116735,290,000d000400000f84000000000a0000008e08000000008800
116154,290,8a8700000000000000070e000000068e000500000000000b
115052,290,0a8c8d00000000840000000000070c050000008a00000000
117264,290,000000009304000091860000000d008a000000000010008e000b00000000
114448,289,00000a00008e86000000008b1200000000000d9205000000
115750,289,058e000500000a0d000000000d0000880000860000000000
113340,289,0f0000001100008f048b0000000000840090000b00000000
112852,288,000b00060000000000008a0004000b000087
115412,288,0000008f0089000f0d000084000000000884000000000500
115291,288,008800848b8d8c000b000000000000008f0400000f000000
115720,288,8a890400000000000b008e0000000d0000008a8600000000
115539,288,0000000b00000000888684008f000000008800000000060f
114698,287,0000000000058900008e8400000009850c00
115520,286,0600000089008400000000000b0700000088
113418,286,8b0000000c00000000928c84000011000b00000000000400
115936,285,008f00860000000e0000000000000000040b8d8900008b00
117123,285,8a00000000070000868d8500000000000c008c0b00000000
115289,285,008b000006070000000b0400000e0000000000008500008f
113897,284,00000087868900070000000000840b00000a
115316,284,000800008400000000008b000f00000000060000058f0400
116755,283,008a0000858d0000090000000f000000000005000000078e
115349,283,000b84000000000004050f0088000000000007008c000000
115714,283,000000000086000a008b00000000048e00000b0d0f000008
116173,283,8d00000900000006008c040000000000000f008900000087
114678,282,00000789000d0a0000000000008b8c000086
115560,281,000000008b0000060e060000000e008f000000000000860a
114128,281,878500880c88000000090000000000008c0000008b000004
115828,281,008e000600000000000c00000a0084000000000084880087
114504,281,0000008e0a0000000e00000000000006008a008a8c878f00
117151,280,8400890085000e00000000008e050000000000850a000000
113214,280,00008b00000000000006000485000b000808
117169,280,0000080a8d00000d00000000850000000000000004008a05
117163,278,070700000e00000000008c00000900000d00848900000000
115705,278,00008600000000000900048800000f000000000a8f000000
113951,277,008900000000000c850000008d0000088d8e000000060000
116072,277,00000085000a0b0000008884000006000000
116259,277,00000c000000060000008e0b8f84000000008a008f050000
113957,277,00000000000b8f008b8600000000000c00008b0000060700
114480,276,00000a000090000000000085000013050e0000898f000000
114568,276,008f008b8f0086000b00000000000000000f000008000400
113944,276,0b00000000000400008d8e00008d85000000000f008a0000
114407,275,008a008a86008b0700000007000800000000
114057,275,8900008a0085008e0005000000000000090000000f040000
115754,275,00000b00048f84000000000000000c00050c000000880000
115307,274,090004000000000000000084068a09000000
116381,274,0700090c0009870000000b0000000000078c890000000000
113986,273,8b0e008400870000000000048c000000008d000000000008
113138,272,0000868a000000000a000085000586000000
113370,272,00080a8700000086050000008b00008d0000000000000c00
113865,272,0600050b050000008f000084000000008b0000000c000000
113270,271,000b86000009000000098a00060000000000
117168,271,8b000505000000000000000b000c0000850000008f00008a
115385,271,0087000000008d068e0000000d88000000000000000b0004
115674,271,0600000000000000880000008f0000008600000f8c090000
112854,270,008800050000000008000000008d000000008600840c8400
113293,270,89000000000009878d008d0a0000000f0a00060000000000
113175,270,8900008589840a0000008900000005000000
116619,269,000600000500000000890000860c000000080000098e0000
113158,269,00000000008a00050000000e84000c0e000009008f000000
116884,269,06000000080488000d00000000008700000088000000008e
117148,269,000085858f888a04000000000e0000008a00000000000b00
114024,269,00008b00000000000a0c008587008c008e00000700000000
113348,269,0b00000000008b00000e07008400000000008a00008d8d00
115281,268,00000000000b00008900850c0000008c000000070f000500
113903,268,000000008c000000000c00888700000084000004000c0008
114424,267,00060c000000008b00000000008c008d0900000087000900
113987,267,0b00000000060000008800000e00000000878e0000850087
113177,266,00000000000c0000000500000d00008688000900008e0000
115252,266,0000000c008400008688008a00000000000400008f080000
113353,265,8c00000a090088000086000000000700000087008500000e
115525,265,00080008040000000f000089008c00000500860000000000
113976,264,8485000000088b8a00000087000000050000
115248,264,08050000000004000d00000f8600000000008a00008d0000
113398,264,89000000000000080000860000000500040d000000058f00
115497,264,0000008700008a000f000000008d0000008a000409000400
113252,263,000000098e000000008800000000870900870000000c0700
113804,263,00888500000d0000040000008f8e00000088000000090000
114511,263,000400008c8a84008800000c0000000b0000
115955,262,0a0000000006000005080089000000860000
117122,262,0000008700000c0f060000008b8c0000000006000000000b
113952,262,860000890000070600050088000a00000000
116555,261,008e070005000000000e0004000a0000850000000000008b
113379,261,0e00008a00000000008f000e00040000000000000984000c
114118,261,00858b870000090000870900000000040000
113840,261,000089008c0086000c0000000b00008d008d000700000000
113480,260,07000000008d0000008b0000080d0f0d0000850000000000
115377,260,00000000888c0000000005000000000c85008400000a000a
112850,260,000d00000000000904000000888e00008e0000008400008b
113265,260,8e00000000008b00000d8b8b008400000000000800000007
113401,260,0085000d840000040000008a0800000000008d00000c0000
116280,260,06008b00000f00000087000000888f0500000b0000040000
115660,259,8b8e0000008900050000000000000f00000000008f008708
114051,259,06008b898d00878d00000000008c000800000f0000000000
114146,259,870a0000000000008f000000000c000406000f0000008800
115239,258,00000007000b860b00070000008a00000000
113405,258,000000840c840000008d00000000880000000008000c0007
116161,258,0a00000000850000000000898f00000807040f0900000000
115318,258,0000000f8a00850087008c0000070000000000000e0b0000
114411,257,0e00000000000000008a008500088d00008d880005000000
113451,257,00860b0000000f0000000000000611000000008f00908b00
113329,257,00000004008a090000008a00008700000088
115303,256,0000008b850c8b00000006000000000a0000008d00858800
113184,256,06060500000f00000000000b0000880000840000008d0000
114074,255,00000000000a07008900000085000000000e8f0000008f8a
113841,255,000b000000000000008e000005000f008a0f870000008400
116196,255,0000850a008700000089008e00000007000000000e008b00
115430,255,070000008d000d00000000000085008e8800000085088d00
113216,255,060000048c0000008d088400000000890000000000000f00
113842,255,098f000b0000860000000000000e00090000000400008900
113871,254,00000b0000860607058c00000000000c0000000000890000
114452,254,00090000840c000000040000008a8d000086
115443,254,860000000009850800890000000400000000
115740,254,00840000000004000000040a8a0000000689
114111,254,000d00008400008d0008008d000006000000008e00880000
115347,254,0084008f008d00000500000000008900000f000008860000
114746,253,870a00000000000000000b06880000090000
113820,252,86870000000804000a00000b000000008b00
112967,252,008700000000050089890000000000098a00
114412,251,0000870e86000a0000000000000d00008c00000700008900
115380,251,8e00008700000f000000000000000000880400000800088c
114189,251,00000004000085008b00870086000900000a
117255,251,070a000000008f89000000008708008f8c0000000000000f
114426,251,0000008a0000008d00000000000000860b00070e05000005
117130,251,0e000000000005070088008d0000008f0b00848d00000000
115241,251,00008700000000008f008f070c04080000000000008a0000
113360,250,000009860000008b00860000000084000005
116307,250,8b008700008b000000040d000a0000000000008d07000000
113960,250,8f00008600000400008900000e8684000000000000000008
115512,250,00040000000000008a86000b000085000a00
114097,249,8d8500008e000c00890000000a0000008500000000000600
113326,249,000a00000e0c090000048d000000008a0000870000000000
113818,249,00000004090000000e86000000000089890f008e00000000
113219,249,84000000000009000009000000000e00000000048d070089
113995,247,00090000008d0004000500008e8b008700000d0000000000
116979,247,09000000000000008b8f008b0e0c00000007008600000000
114017,247,060000008a008e00080000000000000d0000008a008b8500
116206,247,000007008b8d0000000a00000000000000840c000c000600
116093,247,0a0000060000000088000000000084080005
115456,246,000e00008a008e0005008c00000087000000060000090000
115494,246,0000870000000d0000000000890006008b000000008f8c09
116797,246,0000868b0000000b000000008b00068d0089000d00050000
113215,246,0000000008000086000d8700880005000000000000008d85
113702,245,008900060007870000000400000900000000000600000000
113979,245,000000000088000007000000008f008e008600000b0e0a00
115472,245,050000000000080000000f8b8e000000000000000a008500
115394,245,0c0084850000008d00008b0005000000000000008d090000
115491,244,0d000000880d8400000000000000090000000000898e0500
114779,244,00000006000a00860a00000000000b008800
116862,243,8700000088880000000c0f08000600000000008f00000000
113218,243,00000e000000860000008a0000008f000800008d07050000
114171,243,000700008d8e040000008700000f00880000000000000a00
113302,242,008e0000000b0d0000000c86008b00000086000000000007
114133,242,000b0000000a8900000d860005000000000000008e000086
113481,241,0b000707000408000000008400008a000000
113962,241,0c000000008a0a000000000500008786000d0000008d0000
116138,241,000000850000890d0000060000000b0400088f0000000000
114553,241,0092000000000007000800008a00008d000000840f130000
115018,241,89000000008e00000000060800000000000f84000000848e
113927,240,0600008d0708000d000000070000008b008e008700000000
115532,239,8b04880000000085000000000000088f00000f0000040000
112874,239,00868a00008e00000000000a00050f008800
115464,239,000406090000000000860000008800008906
115834,238,00040000000e000e08870c0000008b870000000000008e00
115710,238,00000a000000000000008f00880700000005890000000f87
114843,238,008900000000000e00000000848f00000007008500000900
116799,238,00000000008e00870d85000000000000008a00090000040a
113397,238,09008f00000b0000000f000006008f008800000087000000
