,count,minNt_r
113541,28,0000070011008d0000000086000000000d85000000899000000000000b00
116383,28,00000089070000000000008c000089860000000d0800000f
114234,28,00008b00008400000a008f0000000f0000000700008b008b
115772,27,0000880000000000878d8d0007000000000000000a00080c
114774,27,0004000005880000008d0000000000000008000f86890000
115204,27,0f00000000008a008f890000000009060600008600000000
115098,27,000000000600000088008c0008000000008d0087870d0000
115895,27,91000000008e12008a0000000000000d009200060000000000000a000087
113547,27,0500000000000a00878e8500008a0000008a0000000f0000
116927,27,000500000f0000008a0000000008000086000000000a8f8c
114855,27,0000008f8f85000e000000880000048c0000080000000000
114208,27,000f00000013118700000b008d000000888e000000000500000000920000
115402,27,08000509000f0000000b008e008700000f00890000000000
116841,27,0000000000858a00000000000c040b0000008e8c00000004
113285,27,0f00860000000a000000000485008f008700000089000000
116951,27,1200000700001200000086000000890000000000000a008e0000900d0000
116516,27,00000500008a008b0000868900008e000000000000000f0a8a0000000000
114048,27,0004000509000087000000000000008b0c0000009300000000138e008900
117093,27,0000000000060b0a008c000000000000000f000089858400
113639,27,0007070d00000000008589000000000b0000008c06000000
116986,27,00060000000089000000000c00008e858500000000080d00
115000,27,008d0000049000000f0a9100000000850000000000008900000000120009
115038,27,00008500000000008b00048e000800000000000c00050d00
114991,27,0000008400008d8a000700000000000f0000088e00080000
115416,27,850e0000000b000005000000000000000088008e00008c0b
116683,27,8b0000008c000084008b0087000a00000000050c00000000
116446,27,00000008040088000000040c85000000000089008f050000
116071,27,000000009000000000860010000b000000128b0005008d0000000000050f
116020,27,88008a0c0000000000000a0485000d000000000000008e00
116250,27,00000000000f00008c870000008b00000000050906000006
115626,27,00000085000000000a05000000000c008b00078e00008c00
114294,27,11850000000000000000008c0007130000000000000a90008a0f00000000
116147,27,00008700000005000000008c8a0e000000000b000a040000
116201,27,0600040b000000890400000000008c000000870c00000000
116443,27,00008f0000040e008a0f00008900000085000a0000000000
115150,26,001100000000000e008900000000840090008f0088000000000900000500
114997,26,0000128e00000000880000000b09840000000a000000000d00000b000792
117174,26,00900000008d00000a07008c000000000c00000013008500118b00000000
116028,26,0000000000840000000d1000000000008f11000b00930000000000890400
112878,26,0000000d0a0c87000000000006008f000000000f00890000
113140,26,000a000000000f0085000d00008800008e0000000d000007
114953,26,00000000000f0086008b0000070000008c008400008e098e
114965,26,00000000880007000000930000870000008f12000009000000000e840000
117058,26,00000000058c89000d000000000c0a000c00000000860000
116925,26,0000000c00890e0000090000110006000000008e00008500009200000000
114289,26,0700000000040a850e0009008a000000000000000000008d
114239,26,0000900d0b000f00000084000000000000880000008e0000001312000600
113363,26,000f00000600000b0b000500880000008d00000000008600000000000087
115101,26,0b0f00000000000000000f000000068a8a00000087000000000000068e00
115061,26,008d090000000d000811000000008693000005000d0000008a0000000000
114293,26,8500000a00008b0c00000e8700070000000000008400008d
116562,26,00000004000f000086008900008c000092000900000000008a1004000000
116413,26,0600898d0000000009000000070d000e0000000000840000
115765,26,0000008700000000048900000000058e8c000d00000a0000
115042,26,00000084000000000c0000000a0000008c09000005000789
114950,26,008e008e008b00000000000500000e860000008b08000000
113439,26,000000000d00120000000000009000088b84000400000000000000888d00
114394,26,00000000060a0f00000000000000090085008d008d008a00
114363,26,0000000700130000900c00000007008f00080000008800000a0000000086
116322,26,040000110000000a00000e000000930000008a84000000008c0000000800
113454,26,130000000700000b008400008d0000880013008c00930000000000000f00
114184,26,00000000008e08000000000e008a05000000008a0000848a
114813,26,000005000000008f00008800090000000087840f00000f00
116789,26,000000000087000093000000890010008a000d0000000000008d09070000
116702,26,09008500000000000004008e0d000c00000a890000000000
116463,26,00120000000000000086090e0000000090070000008f000085008800000c
113706,26,008c0086008806000000920000000000100087000000000c000a00000091
116099,26,128b000000000006008e0000008692000000000000080000040000000e00
113414,26,86000b008f009300000007008e0000008987000010000000000e00000000
116681,26,080000000000870d00008b0000008a8c000007008900000d
113622,26,000000920086100000008a00000c000000000004008e00001100000a0000
113734,26,0000000c0c058e00000000880000000d8700000000000b00
114343,26,0b00060500000d0000000000888f00008800000000860000
116830,26,05000000880085000000008d00000a08000500000f000000
114937,26,8a008600008400000c008900000000000a000000048c0000
116313,25,0000920000000004008400000c8a000000000000090c0c000013008d0000
116698,25,0087008d00110800000000000d8b000000000000908d0088000006000000
116711,25,0000890000000b0d840b0000000000008d930b0700000091000010000000
113645,25,0000000992000000008f0011880000840091000700910000000000000d00
116574,25,0f0000000013008a008d000084000000000b000090000d00040000000000
116935,25,00860000080000000500000a8c0000008c8800000d000000
113919,25,00058d0000890008070900000000000f0000000000870000
116402,25,000000000e0000008400868a0a00870000008c0600000000
116985,25,0e00000000000b0000000600000000008806008700001300000000938d00
116917,25,00840000000d000000090b8c000000000088000000050f00
116577,25,930e0005000000000000008f8a000000009286000000000b0e0011000000
113543,25,00000089008707000000050c008f000000000f000b000000
116258,25,00080000000400008a8d000000000e000000870900090000
115990,25,000000008906860000008f00000b00000000008a0f00000e
113729,25,0000000006000000858d0000000e00080c000c0000880000
116268,25,8b00008a008f000000008b0d000084090000000004000000
115058,25,008900000c0000008d000000000800008409000d0e06000000000000008e
113588,25,0000000006000a000087000e00008c85008f000000880000
116473,25,0000000a0d0a050000008900000000000087008d000a0000
116112,25,00000000878c8e00070000000000000b000000000f001100008800900000
114925,25,000000008800000004000000860000000b92000b0d120b000900008d0000
117145,25,0509000000000000001000858e93000000000000008904000000000f0000
114912,25,0708000000000000108e8c0000000000008a00870000000d000000910000
114992,25,0f8b00008b00000800000000000006008c0000840000008c
114901,25,000000860000080500000d0000000000008c00890000890e
114318,25,008a00008a0e8f000404008c000000090000008400000000
117194,25,888d0000000000000500000e0000000900008600000d0f00
116096,25,000000000006008e858800000c00000000000b0008000085
117081,25,8f8985000000080900000084000c00000000000000000400
115850,25,050c0000000c008900000000000000000086058c00000800
116016,24,8b00848a008f0000008d00040900000000008b000000000f
116691,24,8987008b00008c0000008709000e00000000000007000000
117202,24,000000008c848892000000009200000b0000000d00120000000400000000
116353,24,00008800938a00000000080c1300840c0000000000008e00000000070000
116439,24,850000000000060000000011000093008e000a000007000000000e918800
116811,24,00008b008c93110000000000040e0000000e000000008400000900000000
116365,24,0a9000000005070000008d00890000000000130000000e000b0000000084
113704,24,000f000d008b008d000700000a0005910000000000001200000000850000
115487,24,0b0c0b00000085000000000000880004000000088e000000
115420,24,0088000007890000000086000c00000000000000060a008d
115738,24,00000a0500008e000000000085000e000000008900008b0f
113723,24,008b0000000000000087000e080006000000008d8d000009
114907,24,00000085000000078800000008000a00000f0900008c0000
115427,24,000c008600000000000005008f00008d008a008f0000000b000000008700
115310,24,0600000000000009008600000e000000008b8f870000008e
114877,24,00001300000000008c00000007008b00000000000000050b00000c920084
116274,24,8c000000000000000f0000860a000000000500008a00890f
116356,24,0a0d000000000000008d0000008a85000000078a008a0000
117189,24,0000008c00000006000c00008500000000080c0088880000
113443,24,000000850000068d008d008f090000000000008b00000e00
115012,24,000f0000001000000006000000008d008d880000000b0000840091000000
114597,24,00008610000e00098a000000009300000000008c000000000000008a0612
115024,24,0908000600008600000b00000000000d8b00008d00000000
116409,24,8b008800070000008400000f00008400008c00000a000000
116005,24,0000930000000a000c0810000089040000008d0500000000000000000085
115025,24,000000008600000089008c00060000110000009200000e07000b00000090
116192,24,00008e000000000008000000000087008b8400000e06000e
114012,24,000b00008d00050f0d000000000000890000000085000f00
113563,24,8c008a888b85090000008d0000070000000000000c000000
116117,24,000900000f0000000084840a8a0000000000008c00000400
113700,23,88000000000008000000008d000000000006000010000d870a0091000d00
116351,23,00008600000000000a0c00000007008f00008b000f000f00
114858,23,0000920000000c89000700000f85000000000000008c001100000a000012
115907,23,00000a000000008a0e868a00000000918e00000000000013000c00009304
116066,23,00000008008d840000000000000e001300060000910000008a0000008d00
116688,23,00000000008e00000000938900000085000800000d1000000000000b0007
114860,23,9200040008000085000000000000078c0000000000120000000e000c008b
116043,23,0000040b000084008f0000870000000e0000008f8b000000
115849,23,0000000e00858800000000000c0f00000004008c000b0000
114368,23,0400000e00008d00008a008e00000000000800008a008700
115077,23,86008e008b000b0000000000000013000e0093858a900000060000000000
114499,23,000000000084000b05000000000006000c07000504008d8b
114789,23,00008f008c0000000b00000000000f0000119000048a0000008700000000
117053,23,11008e00000000000b0c000000008600000000009300008c008905000000
116204,23,00000500900000080012000000008c008a000087930000000d0000000000
114829,23,100000840e00008d00000000000007880000000a0000000000009100848a
114976,23,000600008c888c870000008c00000000000f8e0000088e00
112882,23,8d000500000000000a910000000000850000000f00000088000010000b00
114536,23,0007000000000000008f09858500138400008900000000000091000e0087
113582,23,0a0000000000008c00000400000010000088920c89000000000087930000
114911,23,00000000048f00000000000b8b008b000084000004000f00
114442,23,0d000008000000000084008a008f080000000000050c0000
115515,23,008e068e00000000840000000c8900000000000000040800
114059,23,0c0000008b000500008d0000000000008500000408080000
117076,23,000000040b0500008b0c00008b0000008c00000000870000
114853,23,8c00000908000e0000000086000c000400008a0000000000
116766,23,00008b00000000840900870000000093000000000000000c068e00000013
116164,23,000000110000908600000000000e00000000008d08000700008f88060000
116279,23,0c000000000084000000000093000000000000118e898e00008d0806008f
114838,23,000b0009008700000000000500008d850000008a0c000000
116065,23,000000000e870600000000008e000000008b000800000a84
116388,23,860a00008d000c000000000005000000060a00000000008a
113343,23,058905000000000f00000009008b00008600000000008d00
114221,23,000c000000008b0087000000000000000700000008000093118d00001300
116467,23,0004000d000000001300000000840a00008600000d8a00928f0000000000
115844,23,04138f00110000000b0000000d000000000084008e00000000000000908a
116523,23,07000000008f00000090000e0000120d000084000000000b890000000000
116518,23,0006000f0000008f00080800008b000000000e0000008400
113473,23,0000008d000000900000000e108a0000000c000c0086000b0000000d0600
113422,23,070a05060000000000008a0000840b000000
114495,22,8400920f0000000a0000000600008800000c000000000a1200000000008c
114292,22,0800000000008e8a88008e89000000850000000500000e00
116291,22,85008d000087840d000000000000008900000000050a0000
115793,22,000000000e0990000000000000000000098e00008a000005001100008700
116426,22,0b8e0000000012920000000000008700008a000d0c870000070000000000
114272,22,00000000908c120000000006008f840b00000000008811000000000c0000
112783,22,00000088000000000b000000040087000a00008b00000000
114262,22,8b0000000000110c0000000b00868f001200000007000000920009000000
116000,22,0900000000008e100000000000850088000000000093008e00000000050c
116084,22,000e00000000000000000a008a0085110000000006008d04920000000000
116557,22,000000000600000d0000870c0000000000880b8e0000000a
115055,22,0000000e850000008d0000000000000c00000000078900000b000e000900
115095,22,0085000000008c0700008e0000070000890c000000000800
115518,22,008e0012890000000009070000000c8a0000000700920000000000000086
114290,22,00000000000800008c0087008900930000000000000710000000000f8600
115910,22,0000000a0f0000008e070000001100000084000000009286008800000000
114598,22,00000c000000008800008700000000008d098c0000040007
116476,22,0000000007000b000086090087000000000f00000000898d
116899,22,000000871000008d000093000000120000040000000000090c008b000000
114288,22,0e060800000000008f0009000086000012000000900e000000000000008b
115431,22,85000e870000000000008e0000000000008b09000b070000
114820,22,0000870b00008a00008c8b0000000005000000000e008586001300000092
114278,22,870000000008000007000d00000000008d008a890000000e
113721,22,00080000000f0000110000000000008b0500008c900000008a8700000000
117069,22,0000008400000b110004000000910000000000000d0000888a008e000000
115302,22,000000000006008d00000000008a000f8b000000840b0e00
113672,22,8600008c1100000a000007000000000000920000000e0000000005890000
116362,22,0900000000008b85000091008d8e000007000f0089000000000000000012
114265,22,000c07000d00008500000000000991000000000000008a0012008f000000
114064,22,000000000a00850000000e00898e000000008b0500000500
113618,22,0b0000000000930093008600000000881100000000000c00000088008e06
115335,22,0000008b0d0000000000009300008800008c05000000000b850000130000
116673,22,048a00000006000000000a000000000c00008c0000000091108600000000
116635,22,90060000000d00860000878a8f0000000000090000000000000010000000
115764,21,9200000000000010000e00000000000087008f00000b0000068900890000
114854,21,87910000000000000700009300000000008c008a0000000f000008120000
114781,21,00008b8c0000000000000005840900000008008600000d00
116937,21,00008d8c0090008b00008600090000000d00050000000000000011000000
114939,21,0088000000000600000c0000000000850b008e001000000000000000918f
112886,21,0000000010008b000000000000008c000006000f00920c00000084000a00
115770,21,850a0000000800008c0000008a000d000000000700090000
116082,21,00000000008c008b0000000e130500001200000000850000000800920000
115062,21,000004008f8c008b0e00000000000000848c00000a000000
116432,21,000005120e0f0000008e00000b0000000000008800009300000000001386
113709,21,0b0000000700000000008f000091000000008a00000000130087850c000d
116787,21,0000090000008c000000000084000f84000088060000000d
114625,21,068900000000008788000000000800000089
116670,21,00000f0000000004000a0700008800000000848d00009200000000000013
114496,21,930000000400008a000000870000000a000012000007000f8f8800000000
115007,21,00000000050e00000a0000000c000c00860000008f00008a
115889,21,00009200008406890000000000001300000000080f000005000090008c00
115821,21,000000000007890000000000000000000b00008f0000080e86008687008f
113922,21,8900000013000800008f00000600009100000d000a000000000000840000
113396,21,00008700008f1200080a000000000400000088008700000000000c900000
114555,21,009089000600000000000d00000000000991008e0000001300858e000000
116596,21,00930000008a0000000f12000000050000008c0000001000000000008408
117030,21,0000080000000000840000008c8e00040000000500000f8b
115971,21,8500880000000000009000000000000e00130000078a00008f0000080000
116901,21,0c889100070000008500000c00008e920000000000000a00120000000000
115756,20,0b0000008c0004000000000000000d00008400008a910084000000108c00
114554,20,8a0000000085000e840f000a00000000050f8c0000000000
116326,20,0f000600000600008b000000000d870a00008d0000000000
114185,20,0000000b00000007008900008b868d8c00000c00008a0000
114785,20,008c0092000000040000000000000011000000000000080f00008b868a00
114360,20,8500008900000a00000000008c0005000007000000000c05
114632,20,8a0000860000070000000000000a000e0000000b098c0000
115229,20,09000091000e00100000000000008d0007000000008b0000008c84000000
116254,20,000000040000008b0000000e0000878d00860c0000000900
113529,20,0a000005000084009200000000000000008e00120012000f000000000088
113598,20,008b008400008f00000000048a0f04008800080000000000
114983,20,0000000f00128d00000400070000000084000e0000009300008b0c000a00
116238,20,008f0000000000000000100d0009000000008b8600000000920e0e0d0700
114987,20,0091000000090000000000050000100c000093008b00000000008d000087
114249,20,000000848c110f000000000b000085000092000000000006000000880010
114923,20,930000840000058800000000880000008d000a000000000000898b120d00
113629,20,000000008c0085000a0000008a0000070000000d00000f8b
114921,20,000000000f0000000009040b000000850a000000008c008a
114317,20,8c920000000012008b05008b0000080000000600000085000000000e0000
116130,20,000000870000008a000e000006000000118c000000000a009200008c0006
117064,20,0d0c00880000008e0000860000000006008b0b0000000000
114258,20,0011008e0000008b0000000400000086000e009100008e00000000000a00
114295,20,001100000f008a00000000008e0000100000000000000500000086009009
114225,20,8f8600088e098600008900000000000f0000000000050000
116087,20,00000005000d00000000880f00000a851300000093870000000000008c00
115462,20,068b000000000000000a0b0c0e008700000000008d000000
117034,20,000900000013008812000000000f000000000004000000008e9086000000
114003,20,0b0c00000d0088000000000f8c0000870000000007000000
113466,20,920000008f000000870000110006000000000000000d880c000000000b00
114756,20,008711000000000009008f0a000000890a0000000600000000900d000000
116564,20,00100000850b8a840e008600868c00000000000000000600000000910000
116464,20,00008400100087008a91000000000f000000060000000000008e0000920b
112787,20,00000400000f00000000870b00090091000088000010000000000000008d
116666,19,000000000007000900110000880000120000000000000f8493008c000000
115117,19,840000008789000000000a0000000000008f000089000c05
113262,19,00000a000000000000008c00000400880e008b8400008500
115161,19,000085008a8e000004000000000d000000000000000b8d09
116243,19,08060500000000000f00000007008800000000000000858c
113965,19,00000000050000920b00000088000084000f00120c00000b000000008c00
115151,19,000092000000000005000000000c868911000000008c0000000000900009
116644,19,000000008f000000008900050000001100000000860c009200000a050000
117067,19,8d00910000000009000e00000087008a000000001100000000008a050000
117184,19,8d86008f000000000c00000000060000008b000905000000
116305,19,0012000000008a0400000000008500000000000a050d000d938c00000000
114041,19,000084000000000600000c000000008b000504000a008f8c
114309,19,00080000060010008a00000089000000009385000f0000008e0000000000
116485,19,0000110a00008f00000000000000008a00008700000091000a0b040c000a
116641,19,00060000070e00000c8a0000008500090000008d00000000
116059,19,8b0c0e0000000a0e000000008f0000060000860000000000
114823,19,920090008d92000000868a0000000d00000b000500910000000000000011
114336,19,0400000000000000008b8c00860000000e000b8400000800
115673,19,8700858e0000000000000c86040000000008008b00000000
116594,19,008a0000000000000084000c8d8c000a0000060b00000000
116324,19,00008c050000008b0085000000008e858f0b00000c000000
115601,19,00000000871100000a00000007000000050f008e00000000000090008a00
115739,19,000a00040600008e0000000087000c0000000d8b000e0000
115069,19,08009000000000850f890000050000000000110000000f0000000000858c
114832,19,00860b00000000070e050000000000008f0000000e00008b
116407,19,0900060590001300000000000092008500008f0000000d00918b00000000
114932,19,1000878a8500000000009300008f00000000000500000000000e87091100
115429,19,008f0000008500000000090500918600080000008b0000000e0012000000
113642,19,00890000000000090000878d00009300008f0000000f0000120005001200
114204,19,000000000d00000000868a0000000800008d00008a048800
115309,19,008910860000000b0000860000000d0000008e008690008e000000000007
116231,19,008e0000858b000c00000000000000008d90000000090000890588001300
116297,19,8a0000000004870000008a00000b8d008c000000000c0000
113558,19,0000000b00000000000c86890000910e8d00000000001300000006000093
116849,19,8d000000000000080000050000008a120000930000000000840000850e00
116850,19,1000008b0000850e0000000000000084860a90008e870000000600000000
114899,19,0400000b04000a00848e0000000000008b00000000000c00
115506,19,008600000000090000000e0b000088000005000000008c08
116720,19,000000008c0900000500000000000000928b0000008b0010000000850e00
113663,19,0800008e0000000000000c000089000005008b8600880000
116715,19,8700000b000000060a000000000d00008b0000110000000000000000938c
112885,19,00870010860000000800000000009100000000000500000e000000888f00
115882,18,0084000000000b8e1100000000000690000000000008000c060000000089
115166,18,848b00000d0000000a000f080000000400008f0000000000
113678,18,000000000008000000059300000000880d00848c8f890000000000110000
116399,18,850000008c009100000900000085000f0000120000000000000700008900
114857,18,050000008f00000b00008f0800000000868900000000000c
114132,18,0000040000900000000e008d8700008a0000000000000008001212880000
115981,18,8f870000890000008a0f0c0000000000000a070000000000008a0000008a
113745,18,0000000b0000001100008d8f0400009304008700000000000000008b000d
116031,18,00008c11000000000f00000000000008000084009085890000000007008e
114497,18,0000000d8b00009300000000001000130087040900000000000c00008d00
116114,18,8b008c00000700008c11000000000000000a000d00000000009292008700
115905,18,9300000004000e008a000000000000000d0900108f000000008600000000
117102,18,00008500000000000a000f0000000000009300008d008c060000118a0000
116051,18,000000008d0000000500000000000b000d00000000919384000088120000
116234,18,00048c00000600008e008986000000000f00000a00000000
116930,18,060090000000008700000000890e0000000005008d001000000000000b13
112868,18,8c92000b00850f0000000000000000040000001200870000008a90000000
116998,18,00000e0000000000000007089300000000870000008a00068c0000000012
116513,18,000000008c000000008a05000d00090000098400000c0000
116999,18,0085000e0000008e000000008a8a13000000000092000000000006090000
114025,18,0d000c0000000013008d070000870000000092008a000000000000000b00
114619,18,008d00001000008b100000000800040e0000000000000091000c00840000
114085,18,0013000e0700060093000000000800008f0086000000000000001300008b
114248,18,0000050000000000090000840000008f0088898900000d00
115121,18,8b000000000000000000008f870a000000000000110000040e000d049100
114920,18,04000010000000000f0800000000000000850000008b92009200008d0005
117100,18,0000000000050000000e8a8b0000870b00008b008e000000
115087,18,8900000000000000060e00000900000087008f0007060000
113148,18,0a0000000000008f10000000000087930000000d000000138b0000000007
116675,18,00000000930000000800000400008c000000008b110412000d8500000000
115731,18,000c92860000001100008800000091008a058c0000000000000000000008
114872,18,00000a00000000848500938d000700008b000f8900000000000013000000
115946,18,000090000000068a11000012008c00000000000a07000000000000000e85
114806,18,00008a0000000886000013000000930e00008f00008700000a0000000005
116361,18,00008f06000000000000880005000c00000700000a000084
114909,18,9000000000850085008c00000088000400000000000a0000108b0000000c
116004,18,00848c0b000000080004000000000c09870000000000008b
116289,18,00000a0000000d0000100000000000008b900005000000001300848f0089
114526,18,9300008c8d0086000500000b000800000f00001000000000889100000000
115206,18,8a0000000000900000009208000c00000000000000001304008f00000086
113592,18,000007000000000e00890000888c89000000000986000000
116371,18,00000a00040b85000000000000880000000c00008e000700
116708,18,9000000000000000058f000000000c00000486008a000000120000000b00
115572,17,000c850000000000868f00000000910000000b8b00000000000000130412
116488,17,000e00009300050000000008000000890000878e0000000000000d000013
113719,17,0c06000011008b00000000009300000b00000f0000000085008c00000008
114383,17,0000070000008a00898500000b0000868400
114390,17,000000000088090000000087008d0000000a00000090000e120d00000006
116502,17,00000d0e008b8691000000008e000011000000000700000000000a000000
115005,17,0000870e00000600000000000090008f00008500008c0a0000130000008b
114303,17,000000850000920000009300000000138f0b89000600000000000000000d
116987,17,00000085000009008e00000000008e880000900000000f04000000001300
116342,17,000000008e050000130900000000920085000000000c0000000000001089
114503,17,000086000a0000880000008e0c0000000000080000050800
115855,17,00000600000b8d8d8804000000008c00008500000000000c
115721,17,00000c050000000000888a8700000007008f000000000009
115779,17,000000080f0000008d00068c00008500000000008a000006
116505,17,8e008700910000008a0600008900000010009000000e00000a0000000000
116742,17,000400000000878f0000000000090000000f880c00848700
115419,17,000c1305008b86000000000011000000008f0000000a0000000006910000
113667,17,8a00001100000000009204000900048f0000008500008f000000000e0000
114494,17,9100008f0088008600000013000a0000000000100000000400000e000000
114223,17,000d9100000000040800000093000000008e000089000000870000001000
115826,17,00008b84008a00000000000805000000000f8f0000000005
117089,17,000000890000000000000a128d00000090000000000400000c0c00000087
116110,17,0089000000000900000012000e840000000c00928c000000000700000000
113744,17,0b00000000100086008d0000000000860e00000000008900070000009300
113695,17,0e8500000000100000008d00000090000000000089000000090000040c0b
116593,17,000086000000000000008a04000000008d0c000900090904
116713,17,0000008b930000008b000012000000000e000087008c000000000000050a
116515,17,0e0000008400000008008e0005000000000000008986008a
113742,17,008600000900000800000006008c000000000d008b0f0000
114884,17,000008000000068c00008a008500000000000e0000000e06
114322,17,87000000008e0000000011000b920000080000000000000c00000700008a
116429,17,050a08000000000000008a0e0087000009000000008f0000
114862,17,0011000000008a00000000040000910f000d0000000084008e000000000b
116150,17,00000a001200000006930000008e00008a0000000e000000000000870093
114392,17,0000000000890e0f0008000000000a860000000500008e00
115495,17,00000000009200000b8400000e00130000008e0000000500858a00000000
114550,17,8e00000f00001200008a00000092000000000010000b0006000000008e87
116493,17,0000000000058d008d8b000000000d8700000000008f0a00
113488,17,000a0500000009000d00008a8f0000000700008600000000
114596,17,870000000e00000000000400008a001100000a00008c0000890000009300
117008,17,0000008e06090086000000000000910400000000000c000000001100138b
114566,17,00000000000b000000928600040012000000000000008b8f9000000c0000
114886,17,000d0000000004008d00000000938400000087000000008b0b000000128f
115194,17,009089000000000000870d008f0a0000000000920000070a000000001300
116281,17,008500000000000089008f00000092000000050a00000000120f0000000f
116712,17,0000000010000000079000000c00000088008708000000000000008c8900
115089,16,0000000091840000000d00090000008e000000068a000000840000130000
115037,16,00009100008c000e009200008b0400000000000009000000850011000000
116776,16,050d000000008900000087000000008d0000000d00080008
116240,16,850000008c00001200000009000000000892890f00000000000000000004
114944,16,0007008b00000d00000000000093000000000011000a08008c8600000000
116474,16,000a0000930000008b0000000600000000008c080000000000870f131300
115562,16,000000008e87000000008e11000c88000000938b00000400000b00000000
116116,16,0d0000000000008d890000000b0900000007840000090000
114927,16,100e000b870000008500008f040000000010880000000000000000900000
117188,16,00008a000006000900000400009000000000001200008e0084000000000c
115773,16,000000890493000000000b9100008f000000000000120d008600000d0000
114202,16,008492008d0000000c0000000008110000000000008b008e050000000008
113749,16,080000860900000a0000070000000000008d0000890f0000
116373,16,000d05120400920000000088000000008d00090000000000000088860000
114812,16,00000500000000008f00000000000093000e89000000878b0b1200000000
114276,16,00000084088f00008900000000000000130700000000000e009100000005
114147,16,0f000f00009000000800000000000400008a8e8700000000000000000013
115064,16,0000048e0000008b000000000000878e8e00000d0000000a
113562,16,00000500000b008d0000009300000086000900008a10000000000e000000
113606,16,00008a00000e0b000000000000000000000a0085008f0000008806000005
116522,16,00008e0000001200850c000000920000008b00000000000a000010000c04
113485,16,0c00008600008907000005000000090000000000008b008c
114326,16,0e0a001004000000000000840000000092000000008d10000c00008b0000
115927,16,000f00000591000000001388000a00000000008d05880005008600000000
115156,16,008c9100870000008a00000000098c13008c000e00000000008c07000000
115509,16,00000000008900008f11000086000a920000000b0000000500008400000f
115149,16,000f0b000000868900008900000000008c00000700008a00
116536,16,00000a0000008b0000001100860000000000938c000007040e0000900000
116538,16,008800060000000084000000000f00060d00000000008e0b
114627,16,06008b00000000008d000900008b0088008700000f000000000000000600
114599,16,840000000000000009000000000091008a8f040000910000000000110d00
116684,16,00880091000000080e0000000900008d0000000000000700000000001186
117063,16,00070a0400000000078f00000000000000860000000f8b0d
116430,16,0000009200000b10000f00008f070000000000870009000000000000138a
116400,16,0000860000000a930500000000000d008b0000008e00040000001200000f
114528,16,008b8e0000000f840000001200930000000000070000001100000b00008a
114918,16,88000000000000009200000000000008040c8c0400000009001000008400
115866,16,0700000000008c0092000000848900008a0013000800000000000000000e
114955,16,0000000000130e0000860000000000000a00930500000f938d0000008900
113503,16,000c000000000084008c008400070000000a0000008b8d00
117035,16,00008d00870000898b0400000d0085000000000800000000
115829,16,0f890000000e0007000000000000008f1200870090000000000900000000
114775,15,00000090000000000f000000008b8f840000008b048d0000000009001300
115954,15,00938e0000001100000000868a000000000000000d090000100000060000
116559,15,0000000c0007850000880085008700000b00000000008e000000000e0000
113595,15,8700000b0f000000040010008d0000000000000000880000900700000000
116411,15,88009200000000850000000f00000400000f008d00001000090000000000
117079,15,00000004000000008b12000000000f000088840b0000000084000000918c
116424,15,0087000a000d008e0010000a0000000600008a0000110000000000900000
114993,15,0000850000000000008d00000f8a00008b00000000008d000b0600000d00
116654,15,00090000080000008e0000000000840c00000f0007890000
116655,15,00000000008807120000000085098d8500000000009000000d0000000011
116527,15,000000001100000000840000008e0000000800058b0000000092000d000d
114325,15,000f0000910086000009000000008c008a0012000c000000000000060000
114962,15,0000000a00000000070c008a00850088000f0000008f008b
117070,15,0000001385000000000f000000008e90000000058a00000000000b000004
113665,15,0000008612000500000b0012000f00920d000000880000000000008f0000
114603,15,0d000000008e00000000000400008a0d000000000c000987
117060,15,000c000000000000900000050000000013880086920000008d0000000800
113633,15,008c8a130000000000899300000b0000000012000000060000000f840000
117054,15,0000000009041000000000000000090084008f00009300000000000f8a00
113438,15,0000000f860000000009008f060f000004000d0000000000008a00000000
117026,15,000000008a9000000000001300878d00000000000000860e000005000900
117004,15,00000c0a00009300000000008900850000008c8c00001200000000000007
117197,15,00060089000000000000008e00000009080c00000000860c
116282,15,0000138b00009000060f0000860000880000000009000000008e00009100
114337,15,0000000f000000878b000000000600000000008d0000009085000b001011
116431,15,89001100000c0008050000008f0000040000840000120000009200000000
113416,15,00008b00060000910000000f00000000000a10880500000000000000848d
115435,15,000000858b00000400000000110e00000900008d00840000000000000c92
113716,15,00000b00000000008500000c000000009206001200008b0000858d000000
116299,15,00008500000000000000000d00060000098c1200008a000091008a000000
116821,15,0b93000000000c0000000013008c0000000000050a0000000e8a00008500
116851,15,00000000040b10008c008f000000840000000000000090000000000f8800
115977,15,0000890000000000008c07000008878f009100000b0d0000000000120000
114365,15,930c0000008b00000d0c008400040000000a000000008f000011000c0000
115138,15,0000870000000600000900008f008b8a0000000f00890000
115939,15,0000080000008e0000000000000c00000400000000128a11000086910000
117223,15,840a00000000070000000000008500000e8b8b00848d0000
116260,15,000000001385000000000512000000008f090088000000000f0092000000
116933,15,871300000000000f0000060700008f000000000000000a008b0093000000
115145,15,8400138f008d0b0500000000008800000000000000120093000000000f00
113659,15,000000850000000e000c0000008c0000900000001100058b0000000b0000
113644,15,89008a00850000000000050000000000000e00850000000008008700008c
113567,15,000000108b000000000000040000008592008c000009000000000b000f00
116859,15,000400000e0000001300000090000000080b85008b0000000000008c0000
114810,15,000600000000000000138411000000930a0000000e0000008e000000008b
115975,15,0000000089000800080087110091000f0000008c00000000120000000005
116483,15,8b0000000000000087000009000000130d000000069000008c0000000013
